Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7000,7626
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8278,8278
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,3521,3655
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Female-only (including Supernumerary),5794,5794
Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4906,6108
Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7422,8986
Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",OS,SC,Gender-Neutral,94,111
Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",OS,SC,Female-only (including Supernumerary),280,280
Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7112,7750
Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8654,8654
Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4254,4922
Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4654,4654
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4590,5314
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6075,6828
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,173,1072
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),942,1873
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2148,2605
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4803,4803
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1321,2062
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2365,2365
Motilal Nehru National Institute of Technology Allahabad,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2879,3141
Motilal Nehru National Institute of Technology Allahabad,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5623,5623
Motilal Nehru National Institute of Technology Allahabad,"Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5366,7293
Motilal Nehru National Institute of Technology Allahabad,"Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9817,9817
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3566,4759
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5887,6522
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5737,6676
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9814,9814
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7903,8743
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),12234,12234
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7195,7798
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),10661,10661
National Institute of Technology Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,SC,Gender-Neutral,9573,9614
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7730,8072
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),11300,11687
National Institute of Technology Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,5013,6296
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2461,3907
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4935,6133
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5431,6214
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8287,8596
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3784,4937
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6370,6717
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5414,6686
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9526,9526
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,7485,9252
National Institute of Technology Agartala,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,SC,Gender-Neutral,6072,6702
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6404,7660
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),11044,11080
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,SC,Gender-Neutral,9053,9441
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,8204,9301
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),11860,12376
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,86,104
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Female-only (including Supernumerary),52,52
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4956,5691
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8909,8909
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3732,5176
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6099,6197
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4832,5615
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6352,7665
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,482,843
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1084,1131
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1837,2686
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2512,2919
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1009,1665
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2631,3773
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3752,4856
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6324,6885
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3436,4556
